id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
46XkICBNOmSKIwVh8ITZK9,0.527,0.884,-4.185,0.0571,0.0297,0.000149,0.187,0.18,148.065
53sJvusNFdlydkytlEbUJy,0.606,0.494,-8.995,0.0354,0.158,0.0,0.35,0.268,80.542
2RdREuezrUKCuCcCz5a7ZC,0.587,0.639,-6.883,0.0769,0.0924,4.53e-06,0.269,0.258,94.927
6laTBQ8WDaA1F3zPAaPY68,0.581,0.545,-8.585,0.0511,0.417,0.0,0.0731,0.628,127.291
3sIIMu9DJlBOJ8jt5UqICC,0.565,0.832,-5.245,0.0274,0.00602,0.0,0.177,0.372,149.04
05jgkkHC2o5edhP92u9pgU,0.378,0.391,-7.896,0.0362,0.747,0.0,0.18,0.208,167.571
3EMVljpsr9TPKYScAFQNJh,0.656,0.728,-4.319,0.0453,0.0464,0.0,0.395,0.467,118.045
6jNzsK1Ef8H2QcXjFUCsZV,0.577,0.769,-7.241,0.0466,0.124,5.58e-05,0.0915,0.649,163.931
0WOvSEVpUGkNufX0w0M06F,0.784,0.539,-8.148,0.0628,0.69,1.75e-05,0.0367,0.697,133.963
55cwGtYrExG7slEAor5jeR,0.741,0.622,-8.006,0.0395,0.137,0.0,0.106,0.47,136.014
7CRThl2cGDh1o9p3ivaLbG,0.67,0.621,-7.853,0.037,0.131,0.0,0.675,0.288,90.04
5WXzdoiXWoE6BDBIa9SSnz,0.731,0.565,-8.625,0.0337,0.0496,0.0,0.0787,0.177,95.009
6krUUNp4e2mIOzNzRIexdY,0.626,0.547,-8.287,0.04,0.588,0.0,0.129,0.313,77.506
26HQt3tNOagBa4Av5lftP2,0.855,0.485,-7.833,0.0686,0.158,0.0,0.132,0.59,120.106
68eM2hKgDfuGTIqZN1UZap,0.613,0.406,-11.801,0.0329,0.27,0.0,0.228,0.34,82.51
7LqZ1vcIKYdFYe5VhiePW9,0.755,0.537,-8.18,0.0389,0.215,1.13e-06,0.102,0.612,102.028
57PdidKlKLiTtyJapoN111,0.79,0.594,-5.073,0.262,0.233,0.0,0.0885,0.69,142.101
4DfEx6Gt5Hz3wLLl7KGVL0,0.783,0.578,-5.762,0.0351,0.169,0.0,0.281,0.616,94.056
2fcDYJrvdfMriHD2zGiHcX,0.688,0.556,-6.935,0.0908,0.22,0.0,0.128,0.584,167.892
2UdbN109XCUQO83jLIHUPr,0.641,0.623,-7.063,0.169,0.0914,0.0,0.0924,0.829,169.894
6L3edcpIILOq2wiPWnvlnL,0.771,0.593,-9.327,0.301,0.223,0.000205,0.112,0.456,119.848
2Tqvu6la5srS2Fz3pID1EB,0.846,0.336,-5.537,0.101,0.214,0.0,0.194,0.362,95.037
7fw47hoXPG24gh3i94F2pt,0.697,0.581,-4.33,0.158,0.266,0.0,0.166,0.865,139.933
7HUZWpelDfnkOc5PkDD8Sp,0.645,0.706,-6.221,0.171,0.0489,0.0,0.0872,0.828,176.073
3Q0ML7kvjcGOr9QnvfDz8a,0.678,0.747,-5.097,0.0335,0.0317,0.0,0.167,0.713,118.935
6Sjmx09ykOw95BvbbGH0cY,0.719,0.818,-3.888,0.125,0.0288,0.0,0.0966,0.776,93.941
1WdudtCCuMjsLNGgZwR1gd,0.612,0.598,-8.005,0.056,0.135,0.00423,0.106,0.186,179.965
05ztmc9JMq8pYE2GyY72Zd,0.727,0.438,-7.393,0.0546,0.423,2.83e-05,0.113,0.359,81.017
7z9TlbrDkEkwKAyScdDamy,0.631,0.72,-5.235,0.0407,0.0543,0.0,0.121,0.811,94.011
6sYsE2nsaH53AOaY1JuoCw,0.521,0.564,-5.642,0.0264,0.0375,0.0,0.111,0.153,72.497
1rjZicKSpIJ3WYffIK9Fuy,0.557,0.794,-4.954,0.0639,0.262,0.0,0.0922,0.752,150.0
3MZeBZsYFViZ5OchHkv7NM,0.667,0.713,-4.808,0.0285,0.0921,1.64e-05,0.102,0.698,115.048
0TujvmfSqowyT2OiimLaBY,0.671,0.563,-3.871,0.193,0.307,0.0,0.115,0.574,80.009
4etUdOH5dWmMRFXWXAKVf6,0.644,0.85,-6.123,0.0394,0.0451,1.37e-06,0.11,0.867,150.042
3hiGxQh6Y6tT7ziFTW7pKQ,0.692,0.733,-5.351,0.0459,0.174,0.611,0.309,0.484,138.024
3Lnng6IQr5r03XweHyP3NI,0.414,0.613,-7.302,0.303,0.0912,0.0,0.112,0.662,78.76
4hO2oP5JnkSHHBdLEPRWcV,0.741,0.677,-4.906,0.0846,0.0531,0.0,0.0754,0.935,80.979
1ThCNuemxsvPQqGn3UNmOB,0.459,0.55,-7.096,0.0566,0.0171,0.0,0.0858,0.384,172.895
7MTHpsxtKVJaBL6e9WXzqD,0.565,0.517,-7.872,0.0412,0.0168,0.0,0.189,0.227,147.623
60k3N3B3KOtZhcuoz293yu,0.576,0.888,-3.516,0.0424,0.026,0.0,0.0179,0.894,127.084
0dl6Ep0qNsLmPjS5Vk0i5T,0.511,0.803,-6.138,0.105,0.0534,0.00657,0.104,0.31,159.934
72iHF8yVgrCWEB76Lwxy7T,0.758,0.42,-7.518,0.0525,0.313,9.98e-06,0.199,0.52,95.0
4A1GjAsAWjxBV4rzgOAOxR,0.612,0.71,-6.754,0.0323,0.0235,0.0,0.178,0.442,119.945
26MJjeJ0NSOQDKeZzrEFMl,0.522,0.251,-12.626,0.0603,0.871,0.000258,0.0769,0.303,137.366
4sSo8hmQ1g7qt1iE1uMRDr,0.638,0.371,-10.187,0.0367,0.66,0.000629,0.151,0.331,124.827
7bbvYylFKPxDtrapz4FMqH,0.462,0.705,-6.747,0.0503,0.0497,0.0,0.2,0.702,183.819
5dHfNQUBWMbjn8NeRNUPgW,0.795,0.294,-12.49,0.219,0.71,0.0,0.145,0.468,127.93
1d9oDul6R1652oYAG2h3EV,0.587,0.333,-9.557,0.0239,0.603,0.0,0.365,0.636,95.01
7f4bsFFcKOU7ysIPjj0yCj,0.581,0.459,-8.855,0.0781,0.436,0.0,0.171,0.531,180.221
5QDTEyPqiweKHvz3Ree0gu,0.785,0.874,-5.244,0.0779,0.201,0.0,0.107,0.897,127.999
0WFryfbNKPXVtVQlz5dZ8H,0.516,0.254,-16.027,0.0589,0.816,0.855,0.189,0.304,56.829
793pY16A2YqBrsmdyagExY,0.36,0.378,-6.391,0.0387,0.642,0.0,0.132,0.246,172.693
4QcfHUpGxGGKh7VIVs3LYI,0.596,0.761,-3.006,0.0356,0.0628,0.0,0.0973,0.235,119.882
16bUrhFWwaQNvAT6OPP4eU,0.468,0.843,-5.564,0.0681,0.0311,0.0,0.213,0.628,178.145
6HLtZhPygF6XrLVLkkaEYC,0.652,0.45,-8.03,0.0361,0.817,0.0,0.121,0.427,152.979
0ZImVxesVZIydOnwTMSWOK,0.649,0.74,-4.759,0.0617,0.02,0.0505,0.104,0.203,120.962
523f4oSjrZx83XDtRLnsIw,0.269,0.373,-7.113,0.0371,0.15,0.0,0.129,0.321,202.899
2DRNRBJr2L3kw9Lj0zTLC7,0.798,0.382,-11.972,0.333,0.0743,4.58e-06,0.272,0.0553,84.017
6ggnCrgAmG5Kr3GZdIWJSy,0.426,0.488,-7.511,0.0478,0.0197,0.0536,0.115,0.299,158.728
1D0oLiTdlCpqxHUOa2unQO,0.62,0.873,-4.392,0.205,0.0116,5.56e-06,0.183,0.737,160.228
10NW8k1ENTGQpYNsm7n5Ri,0.651,0.94,-4.644,0.0333,0.0137,4.84e-05,0.407,0.875,119.962
1uJOd1xfDBljmN1sK11LIY,0.536,0.788,-4.839,0.0601,0.000369,2.05e-06,0.463,0.694,170.128
1Lbs1Zk4Ok2U6tv77yd5zn,0.738,0.751,-5.555,0.0314,0.222,0.00569,0.168,0.846,122.933
6yeTjAjZRfG2h1z4TUBhXt,0.691,0.786,-5.332,0.0741,0.0379,9.55e-05,0.111,0.943,151.987
1qrREVkhQzt8vFidmL6z02,0.744,0.789,-5.808,0.0985,0.0112,0.00392,0.068,0.773,92.512
1rWEtyS5FNzNASN7hXutxT,0.496,0.493,-9.22,0.0325,0.846,2.1e-06,0.118,0.646,169.993
1oPd8gfPWu6zeKQX9flbpk,0.684,0.506,-8.23,0.0292,0.227,3.61e-05,0.0969,0.398,107.056
7MkuS8AFINi35mvvvpf63M,0.616,0.651,-5.754,0.0332,0.0469,0.0,0.223,0.6,105.675
2ANcq7Zr2TTVO4XOQF41QM,0.623,0.138,-11.914,0.0859,0.941,5.95e-06,0.095,0.633,181.387
181PmaC6c39r59gfhDGKdh,0.69,0.728,-5.684,0.0323,0.0173,0.00132,0.175,0.658,117.013
4Tz0O4ptsHj6ERTBcKnmvl,0.765,0.817,-4.968,0.104,0.338,4.03e-06,0.166,0.911,144.019
4Rc8EXnq3AUZ5lziyRTpYV,0.653,0.705,-8.73,0.0464,0.158,0.0,0.119,0.599,105.935
6Of8JjVMH3T5XopI4ahk6o,0.552,0.492,-7.351,0.0255,0.0396,0.0,0.104,0.333,84.006
6F5HvghgC6KtmClffmnpaz,0.789,0.536,-7.147,0.045,0.685,0.0,0.0895,0.421,109.98
26FuBmI70i0mXaKTST6Bz4,0.701,0.786,-4.869,0.0353,0.00925,1.43e-05,0.0396,0.947,122.007
5CcfIvFHULvnM0ST4nzRRN,0.685,0.435,-3.979,0.0277,0.421,0.0,0.19,0.398,102.91
4JBiO7wRnE6ueszEUpo347,0.359,0.615,-3.906,0.0473,0.0619,0.0,0.102,0.311,183.431
5uSFGgIfHMT3osrAd9n9ym,0.437,0.746,-3.537,0.0846,0.255,0.0,0.37,0.688,203.835
5QNWATWEQiM9S7rsFUu0Ns,0.586,0.822,-5.721,0.269,0.0396,1.74e-06,0.321,0.587,126.127
1xAZJiv1uUPtHIysyIYplY,0.724,0.389,-11.415,0.0387,0.922,0.00352,0.157,0.149,119.989
28a0aMV1OKoyNiCJuNsWrY,0.584,0.576,-4.557,0.0519,0.507,0.0,0.212,0.432,170.026
38tKvVe3iURKRFm5X50zLZ,0.602,0.493,-5.695,0.0443,0.825,0.0,0.364,0.281,128.577
6XqRTErvjW80UBdVSXE6VG,0.674,0.455,-6.684,0.184,0.632,1.58e-06,0.0961,0.696,169.902
6E6kp718znLEkShrv1JCO6,0.707,0.49,-9.014,0.226,0.409,0.000211,0.12,0.617,79.516
5FPSUR4mfKAz1YIY0Fjx0L,0.809,0.43,-6.873,0.0501,0.627,0.0,0.124,0.602,119.0
6CtXIhcQIt0XUVcbiMY5qv,0.666,0.372,-9.339,0.0464,0.606,0.0,0.156,0.503,73.053
1EdMd7haeOXqaB6CZhFgHb,0.765,0.125,-10.924,0.0538,0.892,0.356,0.0997,0.528,59.999
5iYBQHh7q9rZdXd18l3nfW,0.786,0.556,-6.714,0.04,0.186,0.0,0.0946,0.469,119.965
67jW8IY5DRK3y5J32sUoeB,0.62,0.195,-13.592,0.0547,0.848,0.0,0.123,0.251,59.97
1KQc37jezhunxnOPhvdwSG,0.742,0.527,-6.892,0.0769,0.327,0.0,0.25,0.638,84.974
1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,-5.339,0.0286,0.777,0.0,0.202,0.342,101.19
4v7IE994aBZEjlo2tzZnhQ,0.691,0.63,-6.478,0.0635,0.171,0.0,0.236,0.738,98.122
2CSIaNW4XemWquBPsutIAn,0.78,0.252,-16.24,0.249,0.627,3.65e-06,0.268,0.0763,140.006
4JfMlJsDGIu1bVOYUnUYYH,0.539,0.787,-6.03,0.364,0.135,3.74e-05,0.143,0.692,80.449
6LaZbE7vgebdOYGBOHuqtE,0.809,0.584,-8.844,0.365,0.541,0.0,0.115,0.792,82.035
0bNILbEBHemW4Uv5KHv7Wl,0.66,0.441,-6.238,0.0268,0.637,0.0,0.102,0.217,106.919
1nTzXNZCnZ0T7S8BqkL98r,0.801,0.683,-6.971,0.047,0.0982,2.53e-06,0.269,0.445,97.011
1sx0XsWUusUoPstbvokZjP,0.731,0.626,-6.919,0.0805,0.125,0.0,0.183,0.862,82.488
43MucIWRjbzSiX0jqzSTHc,0.788,0.473,-7.122,0.0893,0.164,0.0,0.151,0.687,125.989
2wJ1eOCIBwoQiN7xQtrTAY,0.673,0.729,-5.664,0.029,0.000983,0.000107,0.226,0.482,112.535
7FGDL2pk8qcJDAvn4BF3Al,0.539,0.338,-8.693,0.0299,0.911,0.0,0.106,0.247,99.786
2kZSry1RFeI8IzFk0RTr0y,0.524,0.401,-9.94,0.191,0.677,0.000352,0.159,0.264,175.962
6N48IzAbAUnXrUVmrmAQ8e,0.607,0.866,-4.352,0.0598,0.00771,0.00031,0.0873,0.35,130.034
40OH64bvIWr34TrPhYOQID,0.294,0.705,-7.263,0.045,0.147,0.0402,0.0704,0.0825,175.013
6038Cvhp6oJGW8jd9MqUdp,0.665,0.561,-7.652,0.0337,0.404,0.0,0.117,0.68,90.991
3WxmlTZ85sCYFnuIXmUAEe,0.826,0.188,-12.181,0.0883,0.882,2.83e-06,0.103,0.205,130.022
3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.147,0.119,140.214
1X8RhlbSCF8eqmZ3IrEy1Z,0.465,0.785,-4.332,0.0404,0.00477,0.0675,0.041,0.299,120.077
5ImhZkiz2hfXuKkkPgN6xj,0.683,0.54,-6.901,0.0359,0.0488,0.0,0.137,0.645,115.09
5gCE2w8Qbyu6IJkVIIu7Lv,0.728,0.681,-5.639,0.0485,0.00973,0.0,0.225,0.971,137.009
595BZxt2BfMHilwFlgMRQW,0.833,0.621,-8.237,0.0826,0.255,6.28e-06,0.0391,0.797,120.002
5DKcc3WxMwE7JB1IxCrdrs,0.942,0.365,-12.766,0.47,0.151,0.0,0.108,0.622,120.016
37CgKagyeC2Ze47UXZ2zgj,0.678,0.709,-4.155,0.0564,0.443,0.0,0.0972,0.384,167.074
3YW5bYD1iD9pqqGcbyDVuU,0.786,0.335,-9.602,0.18,0.802,4.74e-06,0.396,0.633,75.02
7gcKyKP2O2RO9YwtPDgDSP,0.37,0.559,-5.589,0.0526,0.186,0.0,0.121,0.316,162.816
1aOl53hkZGHkl2Snhr7opL,0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,0.393,81.552
1lDsE2bhg4iR7TAFYkBO74,0.604,0.815,-7.747,0.0395,0.0192,0.000208,0.108,0.219,146.906
5295DzrqA8A1zCgyESsDeD,0.608,0.498,-10.013,0.0544,0.567,0.0,0.344,0.357,160.046
4FSIfpGQEdJsLXIbufqvOo,0.54,0.82,-3.848,0.0437,0.188,0.0,0.0724,0.465,123.991
4bYwK4mvWubnAkCextxH2d,0.615,0.674,-10.677,0.0415,0.438,0.0471,0.116,0.674,151.034
5imUsSGjd1ok68w4HXh1My,0.792,0.659,-5.796,0.102,0.602,7.06e-05,0.0543,0.621,102.985
7AWNMO3zZqQu9R5dzNTgu9,0.895,0.56,-7.025,0.062,0.0439,0.0,0.133,0.416,133.01
2DBnavN8wezUzjkq86PdqA,0.703,0.537,-6.949,0.194,0.49,1.17e-06,0.112,0.343,96.038
0IG5XbfIiXFKH1P5IQ7sfZ,0.543,0.327,-9.61,0.0256,0.778,0.0,0.125,0.238,92.19
32CI7k65hOmt0wGct0hRSv,0.775,0.628,-10.002,0.0861,0.283,0.0139,0.107,0.161,149.964
1e5ha2rmASdXLupWKEhzHp,0.582,0.322,-10.042,0.0322,0.724,0.000131,0.314,0.277,78.908
4UVp2XD2Z9F2aY9vLlKwhv,0.806,0.609,-6.378,0.03,0.00453,3.33e-05,0.123,0.706,113.982
7cyNeIlVRz9WnRHxzTTPlI,0.628,0.387,-10.002,0.0508,0.612,0.0,0.177,0.351,96.044
5uJMJUZUIeLWnxrPOzb8p9,0.705,0.352,-12.125,0.0353,0.907,0.000703,0.106,0.275,103.324
6Nw8yJrwuuGalE9FPejPuZ,0.577,0.624,-8.921,0.027,0.47,2.77e-06,0.107,0.334,94.997
4c70PG49Nuw2LKaMwECqvv,0.616,0.665,-6.883,0.0461,0.187,6.29e-05,0.0958,0.37,140.031
458EaCXcB9TRBoJEDVcdcr,0.65,0.462,-6.587,0.089,0.366,0.0,0.159,0.649,89.887
4By9kkp1R1TSmAMckSM3KO,0.618,0.63,-7.244,0.0406,0.209,1.71e-05,0.0622,0.592,155.035
604kHji9ue7gWmomcPTnuk,0.706,0.644,-7.772,0.0318,0.14,0.0,0.154,0.603,120.002
1H2HqAQw4sDHQiZQDvsAYd,0.605,0.702,-6.587,0.0496,0.0312,0.0,0.0596,0.631,94.949
4BIuY0oEopXizyP3WvkNrT,0.697,0.515,-6.335,0.0502,0.0576,1.81e-06,0.294,0.37,95.086
7HieNXpvYAg4bR7GeA3fxw,0.761,0.544,-8.037,0.0607,0.0741,2.02e-05,0.139,0.845,130.925
7flrjP7Dag40j2Fw8TX4iC,0.515,0.726,-5.309,0.0786,0.000619,0.0,0.131,0.513,175.898
3gXS1kwhHCpIm6KjpoXWSr,0.897,0.387,-6.941,0.0511,0.511,1.34e-05,0.109,0.839,118.899
06P3vqeAdm1CT3WA2tKR6t,0.517,0.603,-8.487,0.0545,0.0651,0.0,0.18,0.306,101.114
5mwYFRjOkhmdbuCiTrM6iR,0.626,0.384,-8.266,0.0281,0.797,0.0013,0.167,0.362,144.118
6GXLx1UTv1BHZE6VQ3hfwP,0.727,0.245,-11.852,0.0665,0.785,0.0953,0.181,0.263,101.999
62xcmMgSy9RudCScaVASWI,0.625,0.496,-7.405,0.0523,0.413,0.000962,0.0975,0.265,160.028
1MXfyXi4OdU0WMhgZM6tLR,0.493,0.857,-5.674,0.0605,0.214,0.000273,0.331,0.243,170.046
3kNC4RXL1bGLzeLIL4e30X,0.665,0.57,-6.896,0.0341,0.066,2.98e-06,0.0823,0.396,95.983
3v5p3Dp7FbFTyWCbtWuYMi,0.551,0.271,-15.378,0.0419,0.622,0.000178,0.408,0.206,79.962
5nBkG6yeAn3v9CsLlRBis7,0.604,0.446,-7.27,0.0385,0.458,0.0,0.0988,0.408,78.961
1e4K9IrNnjWhGXRAcwMQVJ,0.694,0.346,-8.73,0.0376,0.173,0.00189,0.288,0.536,170.035
5W1UtLcQLQOFZDpDeNn8Gi,0.62,0.537,-6.462,0.0263,0.163,0.0,0.13,0.41,92.998
5GpYt1p4z2EPVKv5t7XDof,0.483,0.321,-10.401,0.0719,0.82,0.000107,0.128,0.148,141.28
2PWTZV5znjLtZC5T1EVJvL,0.422,0.44,-5.53,0.0544,0.617,0.0,0.0837,0.332,128.934
7zFtgo8QMmJQj6dWKrtQwM,0.923,0.44,-8.771,0.0442,0.0868,0.00188,0.37,0.581,98.97
2LKOHdMsL0K9KwcPRlJK2v,0.585,0.595,-10.444,0.0328,0.0696,0.266,0.0837,0.039,140.037
5IXdkgrT4lb9sKIb8tbOQ3,0.62,0.814,-3.192,0.0911,0.306,0.0,0.0977,0.654,92.714
1gKDstFnwZNgvrE01YG7AA,0.743,0.55,-9.322,0.0959,0.216,0.0,0.128,0.285,87.973
3X4sErWRnQCmhhZMGv6r51,0.764,0.296,-14.544,0.269,0.923,0.00141,0.168,0.231,103.075
5odlY52u43F5BjByhxg7wg,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467
5CO8EbwcxnvA28O7NCDKfJ,0.403,0.714,-5.38,0.0525,0.0611,0.0,0.251,0.342,143.248
4BS25ivHWfwPJOmOJrt8VX,0.713,0.7,-6.442,0.0572,0.57,1.9e-05,0.093,0.511,104.982
34zGQYd2m6vuhXya2s1B57,0.523,0.831,-2.931,0.0468,0.000224,0.0211,0.0905,0.403,130.966
2JJlBx1s32BfeemkBitJEW,0.508,0.866,-5.041,0.0594,0.0082,3.59e-06,0.563,0.47,170.062
5iJzSaKVGOWGJwN2So6vWF,0.549,0.605,-7.957,0.0957,0.259,0.0,0.326,0.566,170.031
2iz4FVeDtjOoTIhPC4C76t,0.679,0.588,-8.174,0.037,0.361,4.92e-06,0.033,0.82,72.528
5bFg6rdrEWuuc1D760jbcg,0.362,0.54,-6.031,0.0528,0.338,0.0,0.139,0.3,78.007
33vZRjxJScapmRShRJq8I0,0.667,0.593,-6.016,0.0432,0.369,0.0,0.112,0.458,95.947
5SCBS0esfqeL54ZCw6Revb,0.541,0.76,-4.352,0.0397,0.0235,5.54e-06,0.162,0.831,82.016
1yAGTxqoYkV7JvdQi3Af6c,0.537,0.434,-10.41,0.029,0.628,3.65e-05,0.0966,0.0698,104.893
1qpGMJi0ippCaMUOs7cz2q,0.326,0.369,-8.003,0.0272,0.168,0.0477,0.111,0.0776,110.046
7mykoq6R3BArsSpNDjFQTm,0.49,0.738,-7.399,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966
4mn5HdatHKN7iFGDes9G8i,0.751,0.74,-6.016,0.045,0.152,5.75e-05,0.0873,0.788,138.066
4cj8mBo8T6BmPIWs6g7RNV,0.613,0.637,-5.905,0.0471,0.151,0.0,0.792,0.608,150.058
1NCMSmqBGRHY3UcvRzVxOT,0.707,0.6,-7.358,0.0452,0.213,0.0,0.172,0.609,76.997
72BIYdOmoytW14M7BQYyZu,0.462,0.394,-8.402,0.0271,0.669,5.5e-06,0.134,0.286,100.692
1gpBDeONibvJyQYEv5HJh9,0.514,0.881,-6.52,0.0629,0.0381,9.55e-06,0.103,0.577,87.541
3M214U0mwSm041GsQR3nrO,0.609,0.619,-5.677,0.311,0.749,0.0,0.264,0.689,179.71
5ubG9w0UF7rCL5mkWVMcRJ,0.76,0.574,-8.825,0.286,0.592,0.0,0.101,0.651,119.9
2r0pJWxAyYVQTHTwcnbM8A,0.67,0.756,-5.695,0.075,0.528,0.0976,0.261,0.707,100.083
7zTTDkkLkJ2iHAqq1daDCr,0.689,0.463,-8.121,0.0365,0.066,0.000152,0.145,0.864,86.998
6llEdJDzgf748LMz3j49ps,0.519,0.873,-4.191,0.0521,0.0293,1.52e-06,0.343,0.495,149.074
2x8evxqUlF0eRabbW2JBJd,0.654,0.828,-5.377,0.0281,0.00146,0.000144,0.122,0.79,112.056
3JiaA3hvuKu4Fjf6AWwVMX,0.603,0.601,-9.159,0.0913,0.44,9.83e-06,0.436,0.403,146.067
5ZEc110fxhvZTkIxnBC8hD,0.744,0.346,-13.948,0.318,0.872,6.2e-06,0.132,0.375,90.076
6CK9voJ0BvIhWUjZAqg2f3,0.732,0.435,-9.249,0.0459,0.147,7.39e-06,0.372,0.379,92.015
1BCXUbnU0486n4eeTyyVIj,0.698,0.623,-7.845,0.037,0.623,0.0856,0.179,0.625,102.002
4nrDn3HEdKn524GrOSAll8,0.753,0.662,-4.25,0.0702,0.205,3.66e-06,0.0851,0.466,94.958
520k3n0rxcCBZypLNJYxqU,0.631,0.42,-8.034,0.0356,0.00858,0.314,0.101,0.166,140.103
7HK7IsqsiOk4LQSpBZ0Hq3,0.731,0.608,-8.876,0.0359,0.00552,0.000388,0.103,0.305,96.0
1No2CqopteR18XVL4RJHNO,0.783,0.599,-5.688,0.0441,0.0445,0.0,0.108,0.611,113.97
16Fxe5DvEXRxQwcorFyaIO,0.843,0.429,-7.023,0.0928,0.642,0.0,0.274,0.71,132.91
0CnKH5T5T3bAbpQnFCehvg,0.846,0.743,-6.328,0.0832,0.0316,9.54e-06,0.0888,0.795,111.974
6Vj7vdW5jrjDaXT2NU5y5d,0.578,0.472,-7.41,0.0318,0.00891,3.84e-05,0.0945,0.223,71.045
3lLWczQgBellVnVUOxYmib,0.633,0.614,-7.371,0.0269,0.0611,0.0036,0.774,0.541,99.966
41mclLjggl2nmbYpRisKrh,0.641,0.365,-11.763,0.027,0.43,8.23e-06,0.297,0.348,134.881
1fu5qkCu7pml0LGbSxgRQ6,0.777,0.351,-10.366,0.0591,0.133,0.00755,0.0747,0.412,75.976
0hBcouNfrzfZVYTyhLoYfF,0.689,0.448,-9.191,0.0364,0.983,0.877,0.12,0.13,114.065
1EQ2HhWxs0xCClQER8uSh0,0.736,0.71,-6.546,0.0498,0.145,0.000373,0.524,0.843,140.032
0bKJY8itfD85l2ij3a7hgq,0.542,0.422,-6.87,0.0643,0.111,0.0,0.153,0.538,69.179
27RDHPogNiOiPshJZ2cEVT,0.529,0.434,-8.844,0.223,0.302,0.0,0.111,0.603,161.963
72a4eThxIswp5WsW69GF3k,0.587,0.789,-4.661,0.0422,0.353,0.0,0.285,0.467,90.062
08HGey7e94Ez3ZurG1IXTP,0.768,0.488,-6.278,0.039,0.522,0.00358,0.108,0.631,102.002
6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914
0zRezEuKtaAXHcB4eruwi2,0.587,0.548,-5.846,0.0339,0.396,0.0,0.109,0.713,186.073
1hhMX7QQIhBsXjFmTK7owB,0.53,0.532,-5.957,0.0569,0.111,0.0,0.188,0.536,71.797
4hYTiJcNgQLXi4556RAr7L,0.498,0.613,-9.674,0.487,0.513,5.45e-06,0.131,0.217,75.077
